Class,AntiSingleton,Blob,ClassDataShouldBePrivate,ComplexClass,LargeClass,LazyClass,LongMethod,LongParameterList,MessageChains,RefusedParentBequest,SpaghettiCode,SpeculativeGenerality,SwissArmyKnife,SumOfAPs
org.apache.xerces.dom.DeferredElementImpl,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.25,0.25,0.75,0.0,0.0,0.0,2.5
org.apache.xerces.dom.ElementImpl,0.0,0.10476190476190476,0.0,0.047619047619047616,0.0,0.01904761904761905,0.0,0.0761904761904762,0.047619047619047616,1.1238095238095238,0.0,0.0,0.0,1.4190476190476191
org.apache.xerces.dom.DeferredDocumentImpl,0.0,0.10526315789473684,0.0,0.15789473684210525,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.8421052631578947,0.0,0.0,0.0,1.3157894736842106
org.apache.xerces.dom.DocumentImpl,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.29411764705882354,0.0,0.0,0.0,0.4117647058823529,0.17647058823529413,0.8235294117647058,0.0,0.0,0.0,2.1176470588235294
org.apache.xerces.dom.NodeImpl,0.0,0.2727272727272727,0.0,0.13636363636363635,0.0,0.0,0.0,0.20454545454545456,0.09090909090909091,0.8181818181818182,0.0,0.0,0.0,1.5227272727272727
org.apache.xerces.impl.xs.XSDDescription,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.8,0.6,0.6,0.0,0.0,0.4,4.0
org.apache.xerces.util.XMLResourceIdentifierImpl,0.0,0.6363636363636364,0.0,0.6363636363636364,0.0,0.0,0.0,0.9090909090909091,0.2727272727272727,0.45454545454545453,0.0,0.0,0.36363636363636365,3.272727272727273
org.apache.xerces.xni.QName,0.0,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.5769230769230769,0.2692307692307692,0.11538461538461539,0.0,0.0,0.23076923076923078,1.8076923076923077
org.apache.xerces.stax.events.XMLEventImpl,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.46153846153846156,0.0,1.0769230769230769,0.0,0.0,0.0,1.6923076923076923
org.apache.xerces.stax.EmptyLocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0
org.apache.xerces.stax.ImmutableLocation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0
org.apache.html.dom.HTMLTableSectionElementImpl,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,3.857142857142857,0.0,0.0,0.0,4.428571428571429
