Class,AntiSingleton,Blob,ClassDataShouldBePrivate,ComplexClass,LargeClass,LazyClass,LongMethod,LongParameterList,MessageChains,RefusedParentBequest,SpaghettiCode,SpeculativeGenerality,SwissArmyKnife,SumOfAPs
org.apache.logging.log4j.jul.WrappedLogger,0,0,0,1,0,0,0,0,0,0,0,0,0,1
org.apache.logging.log4j.Level,4,0,3,15,0,0,0,11,0,0,0,0,0,33
org.apache.logging.log4j.spi.ExtendedLoggerWrapper,0,0,0,1,0,0,0,0,0,0,0,0,0,1
org.apache.logging.log4j.jul.ApiLogger,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.net.ssl.TlsSyslogMessageFormat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.config.plugins.visitors.PluginValueVisitor,0,0,0,1,0,0,0,0,0,0,0,0,0,1
org.apache.logging.log4j.core.config.Node,0,0,0,1,0,0,0,0,0,0,0,0,0,1
org.apache.logging.log4j.core.config.plugins.visitors.AbstractPluginVisitor,0,0,0,1,0,0,0,0,0,0,0,0,0,1
org.apache.logging.log4j.core.lookup.StrSubstitutor,0,0,0,5,0,0,0,1,0,0,0,2,0,8
org.apache.logging.log4j.core.BasicLoggingTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.LogManager,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.appender.db.jpa.AbstractLogEventWrapperEntity,0,0,0,1,0,0,0,0,0,0,0,0,0,1
org.apache.logging.log4j.ThreadContext,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.AbstractLogEvent,0,0,0,2,0,0,0,0,0,0,0,0,0,2
org.apache.logging.log4j.nosql.appender.NoSqlAppender,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.appender.AbstractAppender,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.appender.db.AbstractDatabaseAppender,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.util.Booleans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.nosql.appender.NoSqlDatabaseManager,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.jmx.ContextSelectorAdmin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.util.Assert,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.jmx.Server,0,0,0,2,0,0,0,0,0,0,0,0,0,2
org.apache.logging.log4j.core.util.KeyValuePairSerializationTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.AbstractSerializationTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.util.KeyValuePair,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.pattern.AbstractStyleNameConverter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.layout.PatternLayout,0,0,0,0,0,0,0,2,0,0,0,0,0,2
org.apache.logging.log4j.core.pattern.LogEventPatternConverter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.pattern.PatternFormatter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.pattern.PatternParser,1,0,0,2,0,0,0,2,0,0,0,0,0,5
org.apache.logging.log4j.core.pattern.AnsiEscape,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.lookup.StrSubstitutorTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.lookup.MapLookup,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.core.lookup.Interpolator,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.taglib.ExceptionAwareTagSupport,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.taglib.LoggerAwareTagSupport,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.taglib.InfoTagTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.taglib.InfoTag,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.logging.log4j.jul.DefaultLevelConverter,0,0,0,1,0,0,0,0,0,0,0,0,0,1
org.apache.logging.log4j.jul.LevelTranslator,0,0,0,1,0,0,0,0,0,0,0,0,0,1
org.apache.logging.log4j.core.config.plugins.util.PluginRegistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
