Class,AntiSingleton,ClassDataShouldBePrivate,RefusedParentBequest,ComplexClass,LazyClass,LongParameterList,SpeculativeGenerality
org.apache.xpath.axes.AttributeIterator,0,0,0,0,0,0,0
org.apache.xml.utils.AttList,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.SecuritySupport,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.LiteralAttribute,0,0,0,0,0,0,0
org.apache.xpath.operations.Plus,0,0,0,0,0,0,0
org.apache.xalan.lib.ExsltDatetime,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.BinOpExpr,0,0,0,0,0,0,0
org.apache.xalan.processor.ProcessorDecimalFormat,0,0,0,0,0,0,0
org.apache.xpath.res.XPATHErrorResources_zh_TW,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.PositionCall,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.KeyPattern,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.SecuritySupport,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncQname,0,0,0,0,0,0,0
org.apache.xpath.functions.SecuritySupport,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.NodeCounterGenerator,0,0,0,0,0,2,0
org.apache.xalan.xsltc.dom.SecuritySupport12,0,0,0,0,0,0,0
org.apache.xalan.res.XSLTErrorResources_pl,0,0,0,0,0,0,0
org.apache.xml.utils.SecuritySupport12,0,0,0,0,0,0,0
org.apache.xalan.templates.NamespaceAlias,0,0,0,0,0,0,0
org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2,0,0,0,0,0,2,0
org.apache.xml.utils.PrefixResolverDefault,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.Parameter,0,0,0,0,0,0,0
org.apache.xml.utils.XMLReaderManager,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.NodeSortRecord,0,0,0,0,0,2,0
org.apache.xalan.xsltc.compiler.util.NodeSortRecordFactGenerator,0,0,0,0,0,2,0
org.apache.xalan.templates.StylesheetRoot,0,0,0,4,0,13,0
org.apache.xml.utils.StringToIntTable,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncNormalizeSpace,0,0,0,0,0,0,0
org.apache.xml.utils.StringToStringTableVector,0,0,0,0,0,0,0
org.apache.xalan.xslt.EnvironmentCheck,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.IntType,0,0,0,0,0,0,0
org.apache.xml.dtm.ObjectFactory,0,0,0,0,0,0,0
org.apache.xalan.templates.OutputProperties,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Text,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncPosition,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncId,0,0,0,0,0,3,0
org.apache.xpath.functions.FuncStringLength,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncCount,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.NodeSortRecordFactory,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Mode,0,0,0,0,0,5,0
org.apache.xpath.XPathVisitor,0,0,0,0,0,0,0
org.apache.xml.serializer.SerializerFactory,0,0,0,0,0,0,0
org.apache.xml.utils.DOM2Helper,0,0,0,0,0,0,0
org.apache.xalan.lib.Extensions,0,0,0,0,0,0,0
org.apache.xml.utils.res.XResources_zh_TW,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.UnionPathExpr,0,0,0,0,0,0,0
org.apache.xpath.operations.UnaryOperation,0,0,0,0,0,0,0
org.apache.xpath.operations.Lte,0,0,0,0,0,0,0
org.apache.xalan.processor.XSLTElementProcessor,0,0,0,0,0,3,0
org.apache.xalan.xsltc.dom.MultiDOM,0,0,0,0,0,0,0
org.apache.xpath.operations.And,0,0,0,0,0,0,0
org.apache.xml.utils.synthetic.reflection.Constructor,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemWithParam,0,0,0,0,0,0,0
org.apache.xalan.templates.AVT,0,0,0,0,0,5,0
org.apache.xalan.lib.ExsltDynamic,0,0,0,0,0,0,0
org.apache.xpath.objects.EqualComparator,0,0,1,0,0,0,0
org.apache.xalan.templates.ElemApplyImport,0,0,0,0,0,0,0
org.apache.xpath.functions.FunctionMultiArgs,0,0,0,0,0,0,0
org.apache.xalan.extensions.ExpressionVisitor,0,0,0,0,0,0,0
org.apache.xpath.operations.VariableSafeAbsRef,0,0,0,0,0,0,0
org.apache.xalan.lib.sql.ObjectFactory,0,0,0,0,0,0,0
org.apache.xml.serializer.Method,0,0,0,0,0,0,0
org.apache.xpath.domapi.XPathExpressionImpl,0,0,0,0,0,0,0
org.apache.xml.utils.SystemIDResolver,0,0,0,0,0,0,0
org.apache.xalan.transformer.NodeSorter,0,0,0,0,0,2,0
org.apache.xpath.functions.FuncFloor,0,0,0,0,0,0,0
org.apache.xalan.processor.ProcessorInclude,0,0,0,0,0,1,0
org.apache.xml.dtm.ref.DTMDefaultBaseIterators,0,0,0,0,0,2,0
org.apache.xpath.functions.FuncNamespace,0,0,0,0,0,0,0
org.apache.xalan.lib.SecuritySupport12,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemApplyTemplates,0,0,0,0,0,0,0
org.apache.xalan.processor.ProcessorKey,0,0,0,0,0,2,0
org.apache.xalan.lib.sql.ConnectionPoolManager,1,0,0,0,0,0,0
org.apache.xalan.transformer.MsgMgr,0,0,0,0,0,5,0
org.apache.xalan.templates.AVTPartXPath,0,0,0,0,0,3,0
org.apache.xalan.xsltc.dom.SingleNodeCounter,0,0,0,0,0,0,1
org.apache.xalan.xsltc.compiler.CeilingCall,0,0,0,0,0,0,0
org.apache.xalan.processor.ProcessorPreserveSpace,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.LocalNameCall,0,0,0,0,0,0,0
org.apache.xalan.xsltc.trax.TransformerHandlerImpl,0,0,0,0,0,4,0
org.apache.xml.dtm.ref.DTMDefaultBase,3,3,0,0,0,2,0
org.apache.xml.dtm.ref.DTMTreeWalker,0,0,0,0,0,0,0
org.apache.xml.serializer.SecuritySupport12,0,0,0,0,0,0,0
org.apache.xalan.processor.XSLTSchema,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.BooleanCall,0,0,0,0,0,0,0
org.apache.xpath.operations.Neg,0,0,0,0,0,0,0
org.apache.xpath.SourceTree,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Otherwise,0,0,0,0,0,0,0
org.apache.xml.utils.Trie,0,0,0,0,0,0,0
org.apache.xml.dtm.ref.DTMAxisIterNodeList,0,0,0,0,0,0,0
org.apache.xpath.functions.ObjectFactory,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.AncestorPattern,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.StepIterator,0,0,0,0,0,0,0
org.apache.xalan.res.XSLTErrorResources_ko,0,0,0,0,0,0,0
org.apache.xpath.axes.BasicTestIterator,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Include,0,0,0,0,0,0,0
org.apache.xalan.extensions.ExtensionHandlerGeneral,0,0,0,0,0,5,0
org.apache.xml.dtm.ref.DTMSafeStringPool,0,0,0,0,0,0,0
org.apache.xalan.extensions.ExtensionHandlerJavaClass,0,0,0,0,0,5,0
org.apache.xalan.templates.DecimalFormatProperties,0,0,0,0,0,0,0
org.apache.xml.dtm.ref.CustomStringPool,0,0,0,0,0,0,0
org.apache.xalan.transformer.DecimalToRoman,0,1,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Template,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncSubstringBefore,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.QName,0,0,0,0,0,0,0
org.apache.xalan.extensions.XSLProcessorContext,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.StringStack,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemComment,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.LiteralExpr,0,0,0,0,0,0,0
org.apache.xalan.templates.FuncKey,0,0,0,0,0,0,0
org.apache.xpath.axes.LocPathIterator,0,5,0,1,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMsg,0,0,0,0,0,0,0
org.apache.xalan.extensions.MethodResolver,0,0,0,0,0,0,0
org.apache.xml.serializer.ElemContext,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Number,0,0,0,0,0,0,0
org.apache.xalan.res.XSLTErrorResources_ja,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_tr,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncExtElementAvailable,0,0,0,0,0,0,0
org.apache.xml.utils.XMLStringDefault,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages,0,0,0,0,0,0,0
org.apache.xalan.xsltc.util.IntegerArray,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.AttributeValue,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.CastExpr,0,0,0,0,0,0,0
org.apache.xalan.processor.ProcessorStripSpace,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.ContainsCall,0,0,0,0,0,0,0
org.apache.xalan.transformer.QueuedEvents,0,1,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages,0,0,0,0,0,0,0
org.apache.xalan.templates.KeyDeclaration,0,0,0,0,0,0,0
org.apache.xalan.res.XSLTErrorResources_it,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Whitespace,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.DupFilterIterator,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncLocalPart,0,0,0,0,0,0,0
org.apache.xalan.extensions.SecuritySupport,0,0,0,0,0,0,0
org.apache.xml.serializer.ToXMLStream,1,0,0,0,0,2,0
org.apache.xml.dtm.DTMAxisTraverser,0,0,0,0,0,0,0
org.apache.xpath.patterns.UnionPattern,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.XPathParser,0,2,0,0,0,0,0
org.apache.xalan.xsltc.compiler.FunctionCall,0,0,0,0,0,0,0
org.apache.xalan.client.XSLTProcessorApplet,0,0,0,0,0,0,0
org.apache.xalan.res.XSLTErrorResources_pt_BR,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.NodeSortRecordGenerator,0,0,0,0,0,2,0
org.apache.xpath.functions.FuncCeiling,0,0,0,0,0,0,0
org.apache.xpath.compiler.OpMap,0,0,0,0,0,0,0
org.apache.xml.utils.XMLStringFactory,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_sk,0,0,0,0,0,0,0
org.apache.xalan.transformer.KeyIterator,0,0,0,0,0,0,0
org.apache.xalan.extensions.ExtensionHandler,0,0,0,0,0,6,0
org.apache.xml.utils.StopParseException,0,0,0,0,4,0,0
org.apache.xalan.res.XSLTErrorResources_hu,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.StartsWithCall,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.DocumentCache,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_tr,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.FlowList,0,0,0,0,0,0,0
org.apache.xml.dtm.ref.ObjectFactory,0,0,0,0,0,0,0
org.apache.xpath.objects.LessThanComparator,0,0,1,0,0,0,0
org.apache.xpath.objects.XNumber,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_ru,0,0,0,0,0,0,0
org.apache.xpath.operations.Variable,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.NotCall,0,0,0,0,0,0,0
org.apache.xpath.operations.Gte,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.CurrentCall,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemCallTemplate,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.RoundCall,0,0,0,0,0,0,0
org.apache.xml.utils.res.XResources_ja_JP_HI,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.ProcessingInstructionPattern,0,0,0,0,0,0,0
org.apache.xml.utils.URI,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_sk,0,0,0,0,0,0,0
org.apache.xml.utils.res.XResources_ja_JP_HA,0,0,0,0,0,0,0
org.apache.xpath.objects.Comparator,0,0,1,0,0,0,0
org.apache.xalan.xsltc.compiler.NumberCall,0,0,0,0,0,0,0
org.apache.xalan.xsltc.trax.SmartTransformerFactoryImpl,0,0,0,0,0,0,0
org.apache.xalan.xsltc.cmdline.getopt.GetOpt,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.output.TransletOutputHandlerFactory,0,0,0,0,0,0,0
org.apache.xml.utils.synthetic.reflection.Field,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemAttributeSet,0,2,0,0,0,0,0
org.apache.xalan.xsltc.compiler.ParentLocationPath,0,0,0,0,0,0,0
org.apache.xalan.res.XSLTErrorResources_fr,0,0,0,0,0,0,0
org.apache.xalan.templates.AbsPathChecker,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_ru,0,0,0,0,0,0,0
org.apache.xpath.axes.DescendantIterator,0,0,0,0,0,0,0
org.apache.xpath.NodeSetDTM,0,0,0,1,0,0,0
org.apache.xalan.templates.Constants,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Import,0,0,0,0,0,0,0
org.apache.xpath.objects.XRTreeFragSelectWrapper,0,0,0,0,0,0,0
org.apache.xpath.objects.GreaterThanComparator,0,0,1,0,0,0,0
org.apache.xalan.xsltc.compiler.IdPattern,0,0,0,0,0,0,0
org.apache.xml.dtm.ref.ExtendedType,0,0,0,0,0,0,0
org.apache.xalan.transformer.TrAXFilter,0,0,0,0,0,0,0
org.apache.xpath.axes.UnionPathIterator,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ReferenceType,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_pl,0,0,0,0,0,0,0
org.apache.xpath.domapi.XPathEvaluatorImpl,0,0,0,0,0,0,0
org.apache.xalan.res.XSLTErrorResources_es,0,0,0,0,0,0,0
org.apache.xpath.axes.RTFIterator,0,0,0,0,0,0,0
org.apache.xpath.objects.LessThanOrEqualComparator,0,0,1,0,0,0,0
org.apache.xalan.res.XSLTErrorResources_en,0,0,0,0,0,0,0
org.apache.xml.utils.StylesheetPIHandler,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.Attributes,0,0,0,0,0,0,0
org.apache.xml.utils.synthetic.reflection.EntryPoint,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemForEach,0,4,0,0,0,0,0
org.apache.xpath.res.XPATHErrorResources_tr,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncBoolean,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.SAXImpl,0,0,0,2,0,0,0
org.apache.xalan.xsltc.trax.TransformerFactoryImpl,2,0,0,2,0,0,0
org.apache.xalan.extensions.ExtensionHandlerJavaPackage,0,0,0,0,0,5,0
org.apache.xalan.templates.ElemCopyOf,0,2,0,0,0,0,0
org.apache.xml.utils.SuballocatedIntVector,0,0,0,0,0,0,0
org.apache.xml.utils.DOMBuilder,0,0,0,0,0,0,0
org.apache.xpath.res.XPATHErrorResources_sv,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_pl,0,0,0,0,0,0,0
org.apache.xml.dtm.ref.DTMDocumentImpl,0,0,0,0,0,3,0
org.apache.xml.dtm.ref.IncrementalSAXSource_Filter,0,0,0,0,0,0,0
org.apache.xalan.res.XSLTErrorResources_de,0,0,0,0,0,0,0
org.apache.xpath.operations.String,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.FormatNumberCall,0,0,0,0,0,0,0
org.apache.xalan.res.XSLTErrorResources_zh_TW,0,0,0,0,0,0,0
org.apache.xml.utils.MutableAttrListImpl,0,0,0,0,0,1,0
org.apache.xalan.xsltc.runtime.ErrorMessages_no,0,0,0,0,0,0,0
org.apache.xpath.res.XPATHErrorResources_sk,0,0,0,0,0,0,0
org.apache.xml.utils.NodeVector,0,0,0,0,0,0,0
org.apache.xml.serializer.ToStream,0,0,0,0,0,2,0
org.apache.xalan.xsltc.compiler.XSLTC,0,0,0,0,0,0,0
org.apache.xalan.res.XSLTErrorResources_cs,0,0,0,0,0,0,0
org.apache.xalan.lib.ExsltMath,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemMessage,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Expression,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.StringLengthCall,0,0,0,0,0,0,0
org.apache.xpath.operations.Div,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.FilterGenerator,0,0,0,0,0,2,0
org.apache.xml.utils.CharKey,0,0,0,0,0,0,0
org.apache.xml.utils.PrefixForUriEnumerator,0,0,0,0,0,0,0
org.apache.xpath.res.XPATHErrorResources_ru,0,0,0,0,0,0,0
org.apache.xalan.res.XSLTErrorResources_ca,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Output,0,0,0,0,0,0,0
org.apache.xalan.xsltc.trax.TemplatesImpl,0,0,0,0,0,2,0
org.apache.xml.utils.XMLStringFactoryDefault,0,0,0,0,0,0,0
org.apache.xml.serializer.WriterToUTF8Buffered,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.NodeIteratorBase,0,0,0,0,0,0,0
org.apache.xpath.functions.FunctionDef1Arg,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemExtensionCall,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemPI,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.SortSettings,0,0,0,0,0,2,0
org.apache.xalan.xsltc.compiler.XslElement,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_no,0,0,0,0,0,0,0
org.apache.xml.utils.StringBufferPool,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Choose,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.SimpleAttributeValue,0,0,0,0,0,0,0
org.apache.xml.utils.Constants,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Sort,0,0,0,0,0,0,0
org.apache.xml.utils.res.XResourceBundleBase,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.FunctionAvailableCall,0,0,0,0,0,0,0
org.apache.xalan.xsltc.cmdline.getopt.GetOptsException,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.LogicalExpr,0,0,0,0,0,0,0
org.apache.xml.dtm.ref.DTMManagerDefault,0,0,0,0,0,2,0
org.apache.xalan.xsltc.compiler.NameCall,0,0,0,0,0,0,0
org.apache.xalan.transformer.TransformerImpl,30,22,0,13,0,0,0
org.apache.xalan.templates.ElemVariable,0,0,0,0,0,0,0
org.apache.xalan.xsltc.cmdline.ObjectFactory,0,0,0,0,0,0,0
org.apache.xml.res.XMLErrorResources_pt_BR,0,0,0,0,0,0,0
org.apache.xml.utils.SecuritySupport,0,0,0,0,0,0,0
org.apache.xalan.lib.ExsltSets,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemExtensionScript,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemCopy,0,0,0,0,0,0,0
org.apache.xml.utils.ObjectStack,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncTranslate,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncExtFunction,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.ForwardPositionIterator,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.When,0,0,0,0,0,0,0
org.apache.xalan.lib.sql.DefaultConnectionPool,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_ko,0,0,0,0,0,0,0
org.apache.xpath.res.XPATHErrorResources_pl,0,0,0,0,0,0,0
org.apache.xml.utils.StringComparable,0,0,0,0,0,0,0
org.apache.xpath.axes.OneStepIterator,0,0,0,0,0,0,0
org.apache.xalan.processor.ProcessorOutputElem,0,0,0,0,0,1,0
org.apache.xalan.xsltc.compiler.ParentPattern,0,0,0,0,0,0,0
org.apache.xpath.functions.Function2Args,0,0,0,0,0,0,0
org.apache.xml.res.XMLErrorResources_tr,0,0,0,0,0,0,0
org.apache.xpath.objects.NotEqualComparator,0,0,1,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_pt_BR,0,0,0,0,0,0,0
org.apache.xalan.processor.ProcessorExsltFunction,0,0,0,0,0,2,0
org.apache.xalan.xsltc.compiler.util.RtMethodGenerator,0,0,0,0,0,0,0
org.apache.xalan.templates.TemplateSubPatternAssociation,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.StepPattern,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncSubstring,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.output.StringOutputBuffer,0,0,0,0,0,0,0
org.apache.xalan.trace.TracerEvent,0,0,0,0,0,0,0
org.apache.xalan.templates.XMLNSDecl,0,0,0,0,0,0,0
org.apache.xpath.VariableStack,0,0,0,0,0,0,0
org.apache.xpath.operations.NotEquals,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.AbsolutePathPattern,0,0,0,0,0,0,0
org.apache.xalan.res.XSLTErrorResources,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.IdKeyPattern,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.CurrentNodeListIterator,0,0,0,0,0,2,0
org.apache.xalan.templates.StylesheetComposed,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.If,0,0,0,0,0,0,0
org.apache.xpath.axes.NodeSequence,0,0,0,0,0,0,0
org.apache.xalan.trace.PrintTraceListener,0,4,0,0,0,0,0
org.apache.xml.res.XMLErrorResources_sv,0,0,0,0,0,0,0
org.apache.xalan.extensions.ExtensionHandlerJava,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_ja,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Attribute,0,0,0,0,0,0,0
org.apache.xpath.res.XPATHErrorResources_zh_CN,0,0,0,0,0,0,0
org.apache.xpath.compiler.OpMapVector,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_ko,0,0,0,0,0,0,0
org.apache.xml.res.XMLErrorResources_sk,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_it,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.AbsoluteLocationPath,0,0,0,0,0,0,0
org.apache.xml.utils.Context2,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.VariableRefBase,0,0,0,0,0,0,0
org.apache.xpath.axes.MatchPatternIterator,0,0,0,0,0,0,0
org.apache.xpath.CachedXPathAPI,0,0,0,0,0,0,0
org.apache.xalan.lib.PipeDocument,0,0,0,0,0,0,0
org.apache.xml.utils.NSInfo,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncFalse,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.TopLevelElement,0,0,0,0,0,0,0
org.apache.xpath.objects.XNodeSetForDOM,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.UnionIterator,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.EqualityExpr,0,0,0,0,0,0,0
org.apache.xml.res.XMLErrorResources_ru,0,0,0,0,0,0,0
org.apache.xpath.domapi.XPathResultImpl,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemTemplateElement,0,0,0,16,0,0,0
org.apache.xalan.xsltc.compiler.Key,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.TypeCheckError,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_hu,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.AbstractTranslet,0,7,0,6,0,0,0
org.apache.xalan.templates.ElemUnknown,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_ja,0,0,0,0,0,0,0
org.apache.xml.utils.LocaleUtility,0,0,0,0,0,0,0
org.apache.xpath.patterns.ContextMatchStepPattern,0,0,0,0,0,0,0
org.apache.xalan.processor.XSLTElementDef,0,0,0,1,0,2,0
org.apache.xalan.xsltc.dom.SimpleResultTreeImpl,0,0,0,0,0,0,0
org.apache.xalan.processor.ProcessorStylesheetElement,0,0,0,0,0,1,0
org.apache.xalan.xsltc.trax.DOM2SAX,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_it,0,0,0,0,0,0,0
org.apache.xpath.objects.XBoolean,0,0,0,0,0,0,0
org.apache.xml.dtm.ref.sax2dtm.SAX2DTM,3,0,0,0,0,3,0
org.apache.xpath.axes.HasPositionalPredChecker,0,0,0,0,0,0,0
org.apache.xpath.compiler.Compiler,0,0,0,2,0,0,0
org.apache.xml.utils.res.XResources_zh_CN,0,0,0,0,0,0,0
org.apache.xalan.Version,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncSubstringAfter,0,0,0,0,0,0,0
org.apache.xpath.objects.XStringForFSB,0,0,0,0,0,0,0
org.apache.xalan.processor.ProcessorTemplateElem,0,0,0,0,0,2,0
org.apache.xml.dtm.ref.ChunkedIntArray,0,0,0,0,0,0,0
org.apache.xpath.compiler.ObjectFactory,0,0,0,0,0,0,0
org.apache.xpath.NodeSet,0,0,0,0,0,2,0
org.apache.xpath.functions.FuncGenerateId,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.LoadDocument,0,0,0,0,0,2,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_hu,0,0,0,0,0,0,0
org.apache.xml.res.XMLErrorResources_zh_TW,0,0,0,0,0,0,0
org.apache.xalan.templates.ElemIf,0,0,0,0,0,0,0
org.apache.xpath.functions.FuncRound,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.SymbolTable,0,0,0,0,0,0,0
org.apache.xml.res.XMLErrorResources_pl,0,0,0,0,0,0,0
org.apache.xml.dtm.ref.DTMNodeIterator,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_fr,0,0,0,0,0,0,0
org.apache.xpath.res.XPATHErrorResources_ko,0,0,0,0,0,0,0
org.apache.xml.utils.QName,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.FilterParentPath,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.AttributeList,0,0,0,0,0,0,0
org.apache.xml.utils.FastStringBuffer,5,0,0,0,0,1,0
org.apache.xalan.xsltc.dom.KeyIndex,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.DOMWSFilter,0,0,0,0,0,0,0
org.apache.xalan.xsltc.ProcessorVersion,0,0,0,0,0,0,0
org.apache.xalan.xsltc.trax.SecuritySupport,0,0,0,0,0,0,0
org.apache.xalan.lib.SecuritySupport,0,0,0,0,0,0,0
org.apache.xml.utils.ThreadControllerWrapper,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.ErrorMessages_zh_TW,0,0,0,0,0,0,0
org.apache.xpath.XPathException,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.Step,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.util.VoidType,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.WithParam,0,0,0,0,0,0,0
org.apache.xalan.xsltc.dom.ObjectFactory,0,0,0,0,0,0,0
org.apache.xpath.axes.AxesWalker,0,0,0,0,0,0,0
org.apache.xalan.xsltc.runtime.ErrorMessages_es,0,0,0,0,0,0,0
org.apache.xalan.xsltc.compiler.CastCall,0,0,0,0,0,0,0
