ArgoUML,ComplexClass-->AntiSingleton,"-0.0288095238095238",ComplexClass-->LazyClass,"-0.0691736694677871",LazyClass-->RefusedParentBequest,"-0.018817542096004",LongParameterList-->AntiSingleton,"-0.0158143450581324",LongParameterList-->LazyClass,"-0.0476734754074183",RefusedParentBequest-->LazyClass,"-0.218969144460028"
Cocoon,ComplexClass-->LazyClass,"-0.0456140350877193",ComplexClass-->LongParameterList,"-0.369529085872576",LongParameterList-->ComplexClass,"-0.265866346538615",LongParameterList-->LazyClass,"-0.0370548219287715"
Xalan,AntiSingleton-->ClassDataShouldBePrivate,"-0.158890290037831",AntiSingleton-->LazyClass,"-0.0890550941427143",AntiSingleton-->LongParameterList,"-0.246727834065313",ClassDataShouldBePrivate-->LazyClass,"-0.0997918904403867",ComplexClass-->LazyClass,"-0.076164772367304",LazyClass-->ComplexClass,"-0.16450797524623",LongParameterList-->AntiSingleton,"-0.319559009098758",LongParameterList-->ClassDataShouldBePrivate,"-0.218795244736667",LongParameterList-->ComplexClass,"-0.187527395895597",SpeculativeGenerality-->LongParameterList,"-0.902319902319902"
Xerces-J,AntiSingleton-->ClassDataShouldBePrivate,"-0.248178506375228",Blob-->AntiSingleton,"-0.0512954268822813",Blob-->ClassDataShouldBePrivate,"-0.110125775227497",Blob-->ComplexClass,"-0.206456848084391",Blob-->LongParameterList,"-0.300556424969571",Blob-->MessageChains,"-0.306381498869762",Blob-->SpeculativeGenerality,"-0.162696342665044",Blob-->SwissArmyKnife,"-0.293398249579783",ClassDataShouldBePrivate-->LongParameterList,"-0.391389672513185",ClassDataShouldBePrivate-->SwissArmyKnife,"-0.287501533177971",ComplexClass-->AntiSingleton,"-0.0870671672924489",ComplexClass-->Blob,"-0.172382144347101",ComplexClass-->ClassDataShouldBePrivate,"-0.314726741760534",ComplexClass-->LongParameterList,"-0.153942428035044",ComplexClass-->MessageChains,"-0.170254484772632",ComplexClass-->SpeculativeGenerality,"-0.148018356278682",ComplexClass-->SwissArmyKnife,"-0.287609511889862",LongParameterList-->ClassDataShouldBePrivate,"-0.252747252747253",LongParameterList-->MessageChains,"-0.130228787605837",MessageChains-->Blob,"-0.205655694879833",MessageChains-->ClassDataShouldBePrivate,"-0.408699059561129",MessageChains-->LongParameterList,"-0.248236677115987",MessageChains-->SwissArmyKnife,"-0.157066353187043",RefusedParentBequest-->LazyClass,"-0.063426112679844",SwissArmyKnife-->ClassDataShouldBePrivate,"-0.611555111555112",SwissArmyKnife-->SpeculativeGenerality,"-0.130702630702631"
Log4j,AntiSingleton-->SpeculativeGenerality,"-0.182470308788599",ComplexClass-->AntiSingleton,"-0.199345335515548",ComplexClass-->ClassDataShouldBePrivate,"-0.179705400981997",ComplexClass-->LongParameterList,"-0.192093667380083",LongParameterList-->AntiSingleton,"-0.117222206299619",LongParameterList-->ClassDataShouldBePrivate,"-0.0719096615172967",SpeculativeGenerality-->AntiSingleton,"-0.943883277216611"
