ArgoUML,ComplexClass-->LazyClass,"-0.0211344537815126",ComplexClass-->LongParameterList,"-0.341209150326797",ComplexClass-->RefusedParentBequest,"-0.0117647058823529",LongParameterList-->ComplexClass,"-0.149961286040852",LongParameterList-->LazyClass,"-0.0158419978860949",LongParameterList-->RefusedParentBequest,"-0.00704225352112676"
Cocoon,LongParameterList-->ComplexClass,"-0.148459383753501",LongParameterList-->LazyClass,"-0.0204081632653061"
Xalan,AntiSingleton-->ClassDataShouldBePrivate,"-0.131625864243162",AntiSingleton-->LazyClass,"-0.105492020698352",AntiSingleton-->LongParameterList,"-0.185937296169066",AntiSingleton-->RefusedParentBequest,"-0.0308301082749924",ClassDataShouldBePrivate-->AntiSingleton,"-0.14859693877551",ClassDataShouldBePrivate-->LazyClass,"-0.181592373791622",ClassDataShouldBePrivate-->LongParameterList,"-0.19203141783029",ComplexClass-->LazyClass,"-0.0719326921858567",LongParameterList-->AntiSingleton,"-0.22300591087202",LongParameterList-->ClassDataShouldBePrivate,"-0.367828916782892",LongParameterList-->ComplexClass,"-0.197117619711762",LongParameterList-->SpeculativeGenerality,"-0.00952380952380952",RefusedParentBequest-->AntiSingleton,"-0.548481111982962",SpeculativeGenerality-->LongParameterList,"-0.95970695970696"
Xerces-J,Blob-->ClassDataShouldBePrivate,"-0.153799339245349",Blob-->ComplexClass,"-0.465310380803339",Blob-->LazyClass,"-0.117168028748623",Blob-->LongParameterList,"-0.409494001043297",Blob-->MessageChains,"-0.375355010722773",Blob-->SpeculativeGenerality,"-0.17194111169072",Blob-->SwissArmyKnife,"-0.304613690372689",ClassDataShouldBePrivate-->Blob,"-0.278486446706734",ClassDataShouldBePrivate-->ComplexClass,"-0.333374218079235",ClassDataShouldBePrivate-->LongParameterList,"-0.411504967496627",ClassDataShouldBePrivate-->MessageChains,"-0.199006500674598",ClassDataShouldBePrivate-->SwissArmyKnife,"-0.356923831718386",ComplexClass-->AntiSingleton,"-0.0537338339591156",ComplexClass-->Blob,"-0.421526908635795",ComplexClass-->ClassDataShouldBePrivate,"-0.342886942010847",ComplexClass-->LazyClass,"-0.190279516061744",ComplexClass-->LongParameterList,"-0.302461410095953",ComplexClass-->MessageChains,"-0.173550271172299",ComplexClass-->RefusedParentBequest,"-0.210346266166041",ComplexClass-->SpeculativeGenerality,"-0.172841051314143",ComplexClass-->SwissArmyKnife,"-0.17104714226116",LongParameterList-->Blob,"-0.185480093676815",LongParameterList-->ClassDataShouldBePrivate,"-0.347054584759503",LongParameterList-->ComplexClass,"-0.162132949018195",LongParameterList-->LazyClass,"-0.091857323004864",LongParameterList-->MessageChains,"-0.11949198342641",MessageChains-->Blob,"-0.474986938349007",MessageChains-->ClassDataShouldBePrivate,"-0.435671368861024",MessageChains-->ComplexClass,"-0.441614420062696",MessageChains-->LazyClass,"-0.25248171368861",MessageChains-->LongParameterList,"-0.308059038662487",MessageChains-->SwissArmyKnife,"-0.171368861024033",SpeculativeGenerality-->Blob,"-0.677667269439421",SpeculativeGenerality-->LazyClass,"-0.220614828209765",SwissArmyKnife-->Blob,"-0.502830502830503",SwissArmyKnife-->ClassDataShouldBePrivate,"-0.821844821844822",SwissArmyKnife-->LazyClass,"-0.327672327672328",SwissArmyKnife-->LongParameterList,"-0.331335331335331",SwissArmyKnife-->RefusedParentBequest,"-0.306193806193806"
Log4j,AntiSingleton-->SpeculativeGenerality,"-0.198099762470309",ComplexClass-->AntiSingleton,"-0.0517940324814302",ComplexClass-->ClassDataShouldBePrivate,"-0.0475135339292459",ComplexClass-->LazyClass,"-0.0177011204834445",ComplexClass-->LongParameterList,"-0.187435477779177",ComplexClass-->SpeculativeGenerality,"-0.0304670779302531",LazyClass-->ClassDataShouldBePrivate,"-0.0821995464852608",LongParameterList-->AntiSingleton,"-0.0865839328193517",LongParameterList-->ClassDataShouldBePrivate,"-0.0575793184488837",LongParameterList-->ComplexClass,"-0.164856266659024",SpeculativeGenerality-->AntiSingleton,"-1"
